job_id,title,company,location,db_level,title_level,final_level,confidence,needs_review,reason
9097,Finance Staff,BLZR.ID,Tangerang,Staff / Officer,staff,staff,0.8,True,"High confidence from title (80%), overriding database"
9104,PPIC Staff,PT Hiro Electric Industries,Serang,Staff / Officer,staff,staff,0.8,True,"High confidence from title (80%), overriding database"
9105,Event Marketing Staff,PT PESONA FANTASI HARMONI,Jakarta Barat,Staff / Officer,staff,staff,0.8,True,"High confidence from title (80%), overriding database"
9107,Asisten Apoteker,Klinik Kurnia Mega Mas,Medan,Junior / Entry Level,assistant,assistant,0.95,True,"High confidence from title (95%), overriding database"
9109,Staff Storekeeper,Catur Pilar Sejahtera (Althea Eco Bag),Jakarta Barat,Junior / Entry Level,staff,staff,0.95,True,"High confidence from title (95%), overriding database"
9111,Sales Team Leader,Astra Motor Gerung,Lombok,Supervisor / Coordinator,lead,lead,0.8,True,"High confidence from title (80%), overriding database"
9113,Staf Storekeeper,Catur Pilar Sejahtera (Althea Eco Bag),Bandung Kota,Junior / Entry Level,staff,staff,0.95,True,"High confidence from title (95%), overriding database"
9116,Staf Maintenance,SMK PRAKARYA INTERNASIONAL,Bandung Kota,Junior / Entry Level,staff,staff,0.95,True,"High confidence from title (95%), overriding database"
9124,Payroll Staff,PT. Madusari Nusaperdana,Bekasi,Junior / Entry Level,staff,staff,0.8,True,"High confidence from title (80%), overriding database"
9126,Team Leader Salesman,PT Ardendi Jaya Sentosa,Karawang,Supervisor / Coordinator,lead,lead,0.8,True,"High confidence from title (80%), overriding database"
9127,Team Leader Salesman,PT Ardendi Jaya Sentosa,Tangerang Selatan,Supervisor / Coordinator,lead,lead,0.8,True,"High confidence from title (80%), overriding database"
9128,Staff Finance,LPKN training center,Jakarta Timur,Supervisor / Coordinator,staff,staff,0.95,True,"High confidence from title (95%), overriding database"
9131,Site Manager,PT Mitra Purnama Engineering,Jakarta Timur,Manager / Assistant Manager,manager,manager,0.8,True,"High confidence from title (80%), overriding database"
9133,Staff Estimator,PT.Grahacipta Hadiprana,Jakarta Selatan,Junior / Entry Level,staff,staff,0.95,True,"High confidence from title (95%), overriding database"
9135,Admin Control Tower - Staff,PT GARUDA LOGISTICS,Jakarta Barat,Junior / Entry Level,staff,Junior / Entry Level,0.65,False,"Low confidence from title (65%), using database"
9143,Staff Procurement,PT. Khresindo Teknik,Bekasi,Junior / Entry Level,staff,staff,0.95,True,"High confidence from title (95%), overriding database"
9152,Team Leader Salesman,PT Ardendi Jaya Sentosa,Tasikmalaya,Supervisor / Coordinator,lead,lead,0.8,True,"High confidence from title (80%), overriding database"
9155,Manager Digital Marketing,PRATAMA HOLDING COMPANY (PHC),Banten,Manager / Assistant Manager,manager,manager,0.95,True,"High confidence from title (95%), overriding database"
9160,Supervisor Aktuaria,PT. ASURANSI UMUM VIDEI,Jakarta Selatan,Supervisor / Coordinator,supervisor,supervisor,0.95,True,"High confidence from title (95%), overriding database"
9165,Junior Accounting,PT Bina Usaha Sejahtera,Jakarta Selatan,Junior / Entry Level,junior,junior,0.95,True,"High confidence from title (95%), overriding database"
9168,Kepala Produksi Furniture,PT. Heksagonal Indonesia Visi Eramandiri,Jakarta Barat,Supervisor / Coordinator,lead,lead,0.95,True,"High confidence from title (95%), overriding database"
9179,Manager QA/QC,PT.SKY SOLUTION INDONESIA,Cikarang,Supervisor / Coordinator,manager,manager,0.95,True,"High confidence from title (95%), overriding database"
9183,Site Manager Civil Work,PT Mitra Purnama Engineering,Karawang,Manager / Assistant Manager,manager,manager,0.8,True,"High confidence from title (80%), overriding database"
9192,Accounting Manager,PT JAVA READYMIX INDONESIA,Bandung Kabupaten,Manager / Assistant Manager,manager,manager,0.8,True,"High confidence from title (80%), overriding database"
9200,Senior Perawat ( S2 Keperawatan ),RS Ananda Group,Bekasi,Manager / Assistant Manager,senior,senior,0.95,True,"High confidence from title (95%), overriding database"
9201,Staff Accounting Pajak,PRATAMA HOLDING COMPANY (PHC),Tangerang,Staff / Officer,staff,staff,0.95,True,"High confidence from title (95%), overriding database"
9209,Staff RnD (Research & Development),PT.Collaboration Rahayu Bestari,Bogor,Staff / Officer,staff,staff,0.95,True,"High confidence from title (95%), overriding database"
9210,Supervisor Pengembangan,PT.Collaboration Rahayu Bestari,Bogor,Supervisor / Coordinator,supervisor,supervisor,0.95,True,"High confidence from title (95%), overriding database"
9211,Staff Finance Accounting,PT. Putra Baja Deli,Jakarta Utara,Junior / Entry Level,staff,staff,0.95,True,"High confidence from title (95%), overriding database"
9213,Staff Finishing Spanduk,Kurnia Printing,Bekasi,Junior / Entry Level,staff,staff,0.95,True,"High confidence from title (95%), overriding database"
9216,Staff Admin,KOPERASI NUSA RAYA CIPTA,Jakarta Utara,Staff / Officer,staff,staff,0.95,True,"High confidence from title (95%), overriding database"
9217,Staff Accounting Perpajakan,PT Top Ban Indonesia,Bogor,Staff / Officer,staff,staff,0.95,True,"High confidence from title (95%), overriding database"
9218,HRD Supervisor,PT. JAYAMANDIRI GEMASEJATI (JG MOTOR GROUP),Bandung Kota,Supervisor / Coordinator,supervisor,supervisor,0.8,True,"High confidence from title (80%), overriding database"
9219,Staff Produksi,PT. KENSIGN JAYA MANDIRI,Jakarta Barat,Staff / Officer,staff,staff,0.95,True,"High confidence from title (95%), overriding database"
9224,Accounting Tax Head,PT. Swaramas - SRS,Jakarta Pusat,Supervisor / Coordinator,manager,manager,0.8,True,"High confidence from title (80%), overriding database"
9225,Senior Grafis Designer,Vision Indonesia,Surabaya,Staff / Officer,senior,senior,0.95,True,"High confidence from title (95%), overriding database"
9230,Staff Sales Project,PT. FTF Globalindo,Medan,Junior / Entry Level,staff,staff,0.95,True,"High confidence from title (95%), overriding database"
9234,Customer Engagement & Lead Development Officer,Jatiluhur Glass,Jakarta Utara,Junior / Entry Level,lead,Junior / Entry Level,0.65,False,"Low confidence from title (65%), using database"
9236,Staff Gudang,PT. Tampil Cantik Sempurna,Jakarta Utara,Staff / Officer,staff,staff,0.95,True,"High confidence from title (95%), overriding database"
9238,Procurement Manager,PT Global Energi Lestari,Jakarta Selatan,Manager / Assistant Manager,manager,manager,0.8,True,"High confidence from title (80%), overriding database"
9241,Training and Employee Relation Staff,PT. Madusari Nusaperdana,Bekasi,Staff / Officer,staff,Staff / Officer,0.65,False,"Low confidence from title (65%), using database"
9242,Finance SPV,KSK Stainless Group,Jakarta Selatan,Supervisor / Coordinator,supervisor,supervisor,0.8,True,"High confidence from title (80%), overriding database"
9246,Kepala Bengkel,CV MITRA JAYA GROUP,Manado,Supervisor / Coordinator,lead,lead,0.95,True,"High confidence from title (95%), overriding database"
9247,Staff Accounting,PT KARYASEMBADA CIPTAMANDIRI,Tangerang Selatan,Staff / Officer,staff,staff,0.95,True,"High confidence from title (95%), overriding database"
9248,Dokter Estetika / Aesthetic Doctor,Beauty By Siena Wong,Tangerang Selatan,Staff / Officer,c-level,Staff / Officer,0.65,False,"Low confidence from title (65%), using database"
9250,HR Training Staff,KOPERASI NUSA RAYA CIPTA,Jakarta Utara,Staff / Officer,staff,staff,0.8,True,"High confidence from title (80%), overriding database"
9251,Accounting Tax Staff,PT. ERA BANGUNAN,Jakarta Barat,Staff / Officer,staff,staff,0.8,True,"High confidence from title (80%), overriding database"
9254,Sales Assistant,PT. Citra Megah Kreasindo,Cirebon,Junior / Entry Level,assistant,assistant,0.8,True,"High confidence from title (80%), overriding database"
9257,Manager Sales Marketing,PT KINARYA ALIHDAYA MANDIRI Regional Jawa Barat,Bandung Kota,Manager / Assistant Manager,manager,manager,0.95,True,"High confidence from title (95%), overriding database"
9260,Accounting Staff,Catur Pilar Sejahtera (Althea Eco Bag),Surabaya,Junior / Entry Level,staff,staff,0.8,True,"High confidence from title (80%), overriding database"
9267,Staff Produksi,CV. INDONUSA LABEL,Bandung Kota,Junior / Entry Level,staff,staff,0.95,True,"High confidence from title (95%), overriding database"
9272,Senior Chef Dimsum,CV. MBLUDAK JAYA FOOD,Kabupaten Tangerang,Supervisor / Coordinator,senior,senior,0.95,True,"High confidence from title (95%), overriding database"
9273,Assistant Teknisi Printer,PT. SUKSES KOMPUTINDO ABADI,Bekasi,Junior / Entry Level,assistant,assistant,0.95,True,"High confidence from title (95%), overriding database"
9274,Staff Office Girl,PT. Tampil Cantik Sempurna,Jakarta Utara,Junior / Entry Level,staff,staff,0.95,True,"High confidence from title (95%), overriding database"
9275,Kepala Gudang (Warehouse Supervisor),PT SOLUNARA HARMONI NUSANTARA,Cirebon,Supervisor / Coordinator,lead,lead,0.95,True,"High confidence from title (95%), overriding database"
9276,Staff Administrasi,PT. RIAU BAJA INDO,Pekanbaru,Junior / Entry Level,staff,staff,0.95,True,"High confidence from title (95%), overriding database"
9279,Staff Administrasi,PT SOLUNARA HARMONI NUSANTARA,Cirebon,Staff / Officer,staff,staff,0.95,True,"High confidence from title (95%), overriding database"
9281,Content & Partnership Manager,PT.Collaboration Rahayu Bestari,Bogor,Manager / Assistant Manager,manager,Manager / Assistant Manager,0.65,False,"Low confidence from title (65%), using database"
9282,Staff Quality Assurance,PT. Sebastian Jaya Metal,Bekasi,Junior / Entry Level,staff,staff,0.95,True,"High confidence from title (95%), overriding database"
9285,Finance Accounting Staff,KOPERASI NUSA RAYA CIPTA,Jakarta Utara,Junior / Entry Level,staff,staff,0.8,True,"High confidence from title (80%), overriding database"
9287,Head Chef,SPPG Cirebon Palimanan Palimanan Timur (Yayasan Halana Jaya Bangsa),Cirebon,Supervisor / Coordinator,manager,manager,0.95,True,"High confidence from title (95%), overriding database"
9289,Staff Gudang Helper,PT. Tampil Cantik Sempurna,Jakarta Utara,Junior / Entry Level,staff,staff,0.95,True,"High confidence from title (95%), overriding database"
9294,Human Resource Development Staff,PT SOLUNARA HARMONI NUSANTARA,Cirebon,Manager / Assistant Manager,staff,Manager / Assistant Manager,0.65,False,"Low confidence from title (65%), using database"
9295,Staf Akuntansi,Klinik Gigi UNO,Kabupaten Tangerang,Staff / Officer,staff,staff,0.95,True,"High confidence from title (95%), overriding database"
9296,Accounting Tax Supervisor,PT. Tirta Bahtera Sejahtera,Tangerang,Supervisor / Coordinator,supervisor,supervisor,0.8,True,"High confidence from title (80%), overriding database"
9300,Supervisor Percetakan,CV Media Supply Indonesia,Surabaya,Supervisor / Coordinator,supervisor,supervisor,0.95,True,"High confidence from title (95%), overriding database"
9302,Staff Junior Pajak (Tax Staff),SR CONSULTING,Bekasi,Junior / Entry Level,staff,staff,0.95,True,"High confidence from title (95%), overriding database"
9309,Dokter Umum - General Practicioner,PT AIS MEDIKA ASIA,Jakarta Selatan,Staff / Officer,c-level,Staff / Officer,0.65,False,"Low confidence from title (65%), using database"
9311,Staff Administrasi,PT ARTA MEDIA JAYA,Surabaya,Junior / Entry Level,staff,staff,0.95,True,"High confidence from title (95%), overriding database"
9312,Staff Accounting,DBDAPOER,Surabaya,Junior / Entry Level,staff,staff,0.95,True,"High confidence from title (95%), overriding database"
9320,Staff Jointer,PT. Rizki Prima Sakti,Tegal,Junior / Entry Level,staff,staff,0.95,True,"High confidence from title (95%), overriding database"
9323,Supervisor Administrasi,Plain Store,Jakarta Barat,Supervisor / Coordinator,supervisor,supervisor,0.95,True,"High confidence from title (95%), overriding database"
9324,Staff Pengajar,EnerGym Kidz Preschool,Purwakarta,Staff / Officer,staff,staff,0.95,True,"High confidence from title (95%), overriding database"
9330,Staff Desain Grafis,Jakarta Surprise Planner,Jakarta Selatan,Junior / Entry Level,staff,staff,0.95,True,"High confidence from title (95%), overriding database"
9332,Kepala Produksi,PT MEGAH RIA DIANTAMA,Jakarta Barat,Supervisor / Coordinator,lead,lead,0.95,True,"High confidence from title (95%), overriding database"
9334,Staff Admin Dokumen,Permata Mutiara Indonesia Bali,Badung,Staff / Officer,staff,staff,0.95,True,"High confidence from title (95%), overriding database"
9335,Kepala Operasional,Sumber Rezeki,Cikarang,Supervisor / Coordinator,lead,lead,0.95,True,"High confidence from title (95%), overriding database"
9337,Junior Tax Consultant,SAN YANG TAX CONSULTANTS,Jakarta Pusat,Junior / Entry Level,junior,junior,0.95,True,"High confidence from title (95%), overriding database"
9341,Staf Asisten Peneliti,CV. IRDH Penerbitan,Malang,Junior / Entry Level,staff,staff,0.95,True,"High confidence from title (95%), overriding database"
9343,Staff Accounting,PT. Tele Globe Global,Bekasi,Junior / Entry Level,staff,staff,0.95,True,"High confidence from title (95%), overriding database"
9344,Kepala Bengkel,PT.PRIMA WAHANA AUTO MOBIL,Bogor,Supervisor / Coordinator,lead,lead,0.95,True,"High confidence from title (95%), overriding database"
9346,Staff Produksi (Dapur),PT.Collaboration Rahayu Bestari,Bogor,Junior / Entry Level,staff,staff,0.95,True,"High confidence from title (95%), overriding database"
9348,Cooker,Trex Yam,Jakarta Utara,Staff / Officer,c-level,c-level,0.95,True,"High confidence from title (95%), overriding database"
9352,Operation Assistant Manager,PT ZHULIAN AZANA NETWORK,Medan,Manager / Assistant Manager,manager,manager,0.8,True,"High confidence from title (80%), overriding database"
9358,Staff Gudang,Kurnia Printing,Bekasi,Junior / Entry Level,staff,staff,0.95,True,"High confidence from title (95%), overriding database"
9361,Staff Content Creator,CV Cipta Maju Sejahtera,Jakarta Pusat,Junior / Entry Level,staff,staff,0.95,True,"High confidence from title (95%), overriding database"
9362,Marketing Manager,PT. HASHIMAWIRA BERSAUDARA,Jakarta Timur,Manager / Assistant Manager,manager,manager,0.8,True,"High confidence from title (80%), overriding database"
9369,Staff HRGA,PT Gaido Cito Ekakurindo,Jakarta Pusat,Junior / Entry Level,staff,staff,0.95,True,"High confidence from title (95%), overriding database"
9371,Admin Staff,Sumber Technic,Jakarta Barat,Junior / Entry Level,staff,staff,0.8,True,"High confidence from title (80%), overriding database"
9379,Staff Akunting,DIAN WAHANA DWM,Jakarta Pusat,Junior / Entry Level,staff,staff,0.95,True,"High confidence from title (95%), overriding database"
9381,Staff Admin,DIAN WAHANA DWM,Jakarta Barat,Junior / Entry Level,staff,staff,0.95,True,"High confidence from title (95%), overriding database"
9382,Social Media Creative Staff,Kaospolosjaya,Surabaya,Junior / Entry Level,staff,Junior / Entry Level,0.65,False,"Low confidence from title (65%), using database"
9384,Asisten Keperawatan,Klinik Ratnasari Sehat,Bandung Kabupaten,Junior / Entry Level,assistant,assistant,0.95,True,"High confidence from title (95%), overriding database"
9385,Teknisi Mesin AC (Cooler),PT. Madusari Nusaperdana,Bekasi,Junior / Entry Level,c-level,Junior / Entry Level,0.65,False,"Low confidence from title (65%), using database"
9390,Cook Helper,Tamanna Coffee & Eatery,Jakarta Utara,Junior / Entry Level,c-level,c-level,0.95,True,"High confidence from title (95%), overriding database"
9391,Staff Admin Konstruksi,CV. Media Sarana CB,Tangerang Selatan,Junior / Entry Level,staff,staff,0.95,True,"High confidence from title (95%), overriding database"
9393,Staff Sales Marketing,PT. KENSIGN JAYA MANDIRI,Jakarta Barat,Junior / Entry Level,staff,staff,0.95,True,"High confidence from title (95%), overriding database"
9395,Staff Accounting,PT. Karya Delitama Prima Persada,Surabaya,Junior / Entry Level,staff,staff,0.95,True,"High confidence from title (95%), overriding database"
9396,Staff Driver Logistik,PT. FOKUS VISION TEKNOLOGI,Tangerang,Junior / Entry Level,staff,staff,0.95,True,"High confidence from title (95%), overriding database"
9402,Juru Masak/Asisten Dapur,The Good Protein,Jakarta Utara,Staff / Officer,assistant,assistant,0.8,True,"High confidence from title (80%), overriding database"
9405,General Affair Staff (English Fluent),PT Hartanto World Project,Surabaya,Junior / Entry Level,staff,staff,0.8,True,"High confidence from title (80%), overriding database"
9411,"Health, Safety, and Environment (HSE) Staff",PT Vosen Pratita Kemindo,Bogor,Staff / Officer,staff,Staff / Officer,0.65,False,"Low confidence from title (65%), using database"
9416,Manager Cafe,Golden Cafe Makassar,Makassar,Manager / Assistant Manager,manager,manager,0.95,True,"High confidence from title (95%), overriding database"
9417,Supervisor Marketing,Columbus Cabang Daya,Makassar,Supervisor / Coordinator,supervisor,supervisor,0.95,True,"High confidence from title (95%), overriding database"
9419,Supervisor / Leader Produksi,PT. KENSIGN JAYA MANDIRI,Jakarta Barat,Supervisor / Coordinator,supervisor,supervisor,0.95,True,"High confidence from title (95%), overriding database"
9420,Asisten Operator Mesin Cetak,CV PRINT & PACK,Bandung Kota,Junior / Entry Level,assistant,assistant,0.95,True,"High confidence from title (95%), overriding database"
9421,Staff General Affair,PT. FTF Globalindo,Bekasi,Junior / Entry Level,staff,staff,0.95,True,"High confidence from title (95%), overriding database"
9422,Staff Warehouse,DIAN WAHANA DWM,Jakarta Pusat,Junior / Entry Level,staff,staff,0.95,True,"High confidence from title (95%), overriding database"
9424,Staff Translator Bahasa Inggris,PT.Shengli Industry Indonesia,Kabupaten Tangerang,Junior / Entry Level,staff,staff,0.95,True,"High confidence from title (95%), overriding database"
9427,Branch Head,CV MITRA JAYA GROUP,Jakarta Selatan,Manager / Assistant Manager,manager,manager,0.8,True,"High confidence from title (80%), overriding database"
9428,Staff Administrasi,GRAND INDO,Semarang,Junior / Entry Level,staff,staff,0.95,True,"High confidence from title (95%), overriding database"
9430,HRGA Staff,Jakarta Surprise Planner,Jakarta Selatan,Junior / Entry Level,staff,staff,0.8,True,"High confidence from title (80%), overriding database"
9432,Staff Admin Online Shop,Sinar Berkat,Jakarta Utara,Junior / Entry Level,staff,staff,0.95,True,"High confidence from title (95%), overriding database"
9433,Staff Purchasing,PT. Tele Globe Global,Bekasi,Junior / Entry Level,staff,staff,0.95,True,"High confidence from title (95%), overriding database"
9440,Staff Marketing,PT. EKNO YUAG INDONESIA,Cikarang,Junior / Entry Level,staff,staff,0.95,True,"High confidence from title (95%), overriding database"
9446,Staff Accounting,PT. ASURANSI UMUM VIDEI,Jakarta Selatan,Junior / Entry Level,staff,staff,0.95,True,"High confidence from title (95%), overriding database"
9451,Sales Manager,In-Decor,Jakarta Utara,Manager / Assistant Manager,manager,manager,0.8,True,"High confidence from title (80%), overriding database"
9454,Staff Accounting,PT. Mitra Cemerlang Bersepeda,Jakarta Utara,Supervisor / Coordinator,staff,staff,0.95,True,"High confidence from title (95%), overriding database"
9465,Staff Administrasi,PT Studio Artalenta Indonesia,Badung,Junior / Entry Level,staff,staff,0.95,True,"High confidence from title (95%), overriding database"
9468,KOL Internship,PT Entropi Global Martech,Kabupaten Tangerang,Staff / Officer,intern,intern,0.8,True,"High confidence from title (80%), overriding database"
9470,Staff Quality Control (Finishing),CV PRINT & PACK,Bandung Kota,Junior / Entry Level,staff,staff,0.95,True,"High confidence from title (95%), overriding database"
9471,Staf Administrasi (ADM),"Sudutbarat Media Kreasitama, CV.",Sleman,Junior / Entry Level,staff,staff,0.95,True,"High confidence from title (95%), overriding database"
9474,Staff Pengelola Event,LPKN training center,Jakarta Timur,Junior / Entry Level,staff,staff,0.95,True,"High confidence from title (95%), overriding database"
9475,Staff Gudang,PT. ERA BANGUNAN,Jakarta Barat,Junior / Entry Level,staff,staff,0.95,True,"High confidence from title (95%), overriding database"
9477,Senior Software Developer,Zova Techonlogy Indonesia,Jakarta Selatan,Supervisor / Coordinator,senior,senior,0.95,True,"High confidence from title (95%), overriding database"
9483,Staff Sales,Catur Pilar Sejahtera (Althea Eco Bag),Surabaya,Junior / Entry Level,staff,staff,0.95,True,"High confidence from title (95%), overriding database"
9487,Staf Produksi Mesin Printing,Catur Pilar Sejahtera (Althea Eco Bag),Sidoarjo,Supervisor / Coordinator,staff,staff,0.95,True,"High confidence from title (95%), overriding database"
9490,Staf Admin Pelayanan Mahasiswa,SALUT WIBAWA SAKTI,Bekasi,Junior / Entry Level,staff,staff,0.95,True,"High confidence from title (95%), overriding database"
9492,Supervisor Restoran,Babylobster Dua Sehati,Bandung Kota,Supervisor / Coordinator,supervisor,supervisor,0.95,True,"High confidence from title (95%), overriding database"
9502,Sales Assistant,Rumah Busana Muslim RiRi,Jakarta Selatan,Junior / Entry Level,assistant,assistant,0.8,True,"High confidence from title (80%), overriding database"
9504,Asisten apoteker,Apotik Cahaya Sehat,Jakarta Timur,Staff / Officer,assistant,assistant,0.95,True,"High confidence from title (95%), overriding database"
9507,Staff Kolektor,PT. Sanjaya Food,Bekasi,Staff / Officer,staff,staff,0.95,True,"High confidence from title (95%), overriding database"
9509,Staf Operasional,WA Laundry Premium Palembang,Palembang,Staff / Officer,staff,staff,0.95,True,"High confidence from title (95%), overriding database"
9512,Marketing Staff,Garasi AHA,Tangerang,Staff / Officer,staff,staff,0.8,True,"High confidence from title (80%), overriding database"
9519,Head Chef,Saya Group,Jakarta Utara,Manager / Assistant Manager,manager,manager,0.95,True,"High confidence from title (95%), overriding database"
9523,Staff Admin Marketplace,GRAHA PRINTING,Tangerang,Junior / Entry Level,staff,staff,0.95,True,"High confidence from title (95%), overriding database"
9524,Staff Accounting,Rejeki Aksesoris,Jakarta Barat,Junior / Entry Level,staff,staff,0.95,True,"High confidence from title (95%), overriding database"
9525,Staff Produksi Cutting,GRAHA PRINTING,Tangerang,Junior / Entry Level,staff,staff,0.95,True,"High confidence from title (95%), overriding database"
9531,Staff Front Office,Gorila Print,Manado,Junior / Entry Level,staff,staff,0.95,True,"High confidence from title (95%), overriding database"
9533,Staff Gudang,PT.Amoer Jaya Abadi,Bekasi,Junior / Entry Level,staff,staff,0.95,True,"High confidence from title (95%), overriding database"
9541,Supervisor Marketing,CV MITRA JAYA GROUP,Depok,Supervisor / Coordinator,supervisor,supervisor,0.95,True,"High confidence from title (95%), overriding database"
9542,Staff Administrasi Umum,Intermedia Group,Jakarta Utara,Staff / Officer,staff,staff,0.95,True,"High confidence from title (95%), overriding database"
9545,Staff Accounting,CV. BINTANG ABADI SEJAHTERA,Jakarta Barat,Junior / Entry Level,staff,staff,0.95,True,"High confidence from title (95%), overriding database"
9546,Asisten Gudang & Kebersihan,PT. LAJU KARYA SAHABAT,Jakarta Utara,Junior / Entry Level,assistant,assistant,0.95,True,"High confidence from title (95%), overriding database"
9550,Staf Receptionist,PT. Interni Asia Group,Jakarta Selatan,Junior / Entry Level,staff,staff,0.95,True,"High confidence from title (95%), overriding database"
9558,Staff Marketing,PT. DIVA MITRA SINERGI,Jakarta Utara,Staff / Officer,staff,staff,0.95,True,"High confidence from title (95%), overriding database"
9563,Staff Akuntansi,UD. Ingin Syurga,Demak,Staff / Officer,staff,staff,0.95,True,"High confidence from title (95%), overriding database"
9571,Junior Graphic Designer,Twofolks Design,Jakarta Timur,Junior / Entry Level,junior,junior,0.95,True,"High confidence from title (95%), overriding database"
9572,Kepala Gudang,PT WIDE SUCCESS INDONESIA (Pusat),Tangerang,Staff / Officer,lead,lead,0.95,True,"High confidence from title (95%), overriding database"
9584,Supervisor Accounting,PT Nashua Nusantara,Jakarta Timur,Supervisor / Coordinator,supervisor,supervisor,0.95,True,"High confidence from title (95%), overriding database"
9586,Staff Outlet,Chick-Chick Crispy Snack,Tasikmalaya,Junior / Entry Level,staff,staff,0.95,True,"High confidence from title (95%), overriding database"
9594,Pengawas Project Coating,PT. EZZER KEMINDO MULIATAMA,Bekasi,Junior / Entry Level,supervisor,supervisor,0.95,True,"High confidence from title (95%), overriding database"
9597,Staff Penjualan,PT. Colson Jaya Plastindo,Kabupaten Tangerang,Staff / Officer,staff,staff,0.95,True,"High confidence from title (95%), overriding database"
9600,Field Collector,PT Sumberdaya Andalan Mandiri,Jakarta Selatan,Junior / Entry Level,c-level,c-level,0.8,True,"High confidence from title (80%), overriding database"
9601,Cook Helper,Madam To,Semarang,Junior / Entry Level,c-level,c-level,0.95,True,"High confidence from title (95%), overriding database"
9602,Purchasing Staff,PT. Fahreza Duta Perkasa,Jakarta Selatan,Staff / Officer,staff,staff,0.8,True,"High confidence from title (80%), overriding database"
9604,Staf Administrasi Marketing,CIKARANG ACADEMY INDONESIA SENDING ORGANIZATION,Bekasi,Junior / Entry Level,staff,staff,0.95,True,"High confidence from title (95%), overriding database"
9607,Tax Staff,PT.Datanet Indomedia,Jakarta Pusat,Junior / Entry Level,staff,staff,0.8,True,"High confidence from title (80%), overriding database"
9609,Accounting Staff,PT.Datanet Indomedia,Jakarta Pusat,Junior / Entry Level,staff,staff,0.8,True,"High confidence from title (80%), overriding database"
9611,Staff Business Development,CIKARANG ACADEMY INDONESIA SENDING ORGANIZATION,Cikarang,Junior / Entry Level,staff,staff,0.95,True,"High confidence from title (95%), overriding database"
9616,Junior Consultant/Researcher,Supply Chain Indonesia,Bandung Kota,Junior / Entry Level,junior,junior,0.95,True,"High confidence from title (95%), overriding database"
9618,Accounting Tax Supervisor,PT.Datanet Indomedia,Jakarta Pusat,Supervisor / Coordinator,supervisor,supervisor,0.8,True,"High confidence from title (80%), overriding database"
9619,Personal Assistant,PT GIFERA ODO TECHNOLOGY,Jakarta Barat,Junior / Entry Level,assistant,assistant,0.8,True,"High confidence from title (80%), overriding database"
9621,Staf Administrasi Keuangan,KJPP Agus Firdaus & Rekan,Jakarta Timur,Staff / Officer,staff,staff,0.95,True,"High confidence from title (95%), overriding database"
9622,Staf General Affair,PT PRIMA JAYA INDAH LESTARI,Bekasi,Staff / Officer,staff,staff,0.95,True,"High confidence from title (95%), overriding database"
9627,Staff Toko (Pramuniaga),Organik Klub Center,Jakarta Selatan,Staff / Officer,staff,staff,0.95,True,"High confidence from title (95%), overriding database"
9640,SPV Inventory,PT Sregep Serendipity Konstruksi,Kabupaten Tangerang,Supervisor / Coordinator,supervisor,supervisor,0.95,True,"High confidence from title (95%), overriding database"
9642,Staff Accounting,PT Binamas Karya Fausta,Jakarta Barat,Junior / Entry Level,staff,staff,0.95,True,"High confidence from title (95%), overriding database"
9644,Sales Internet Wifi,MyRepublic Branch Jakarta Selatan,Jakarta Selatan,Junior / Entry Level,intern,intern,0.8,True,"High confidence from title (80%), overriding database"
9645,Staff Sales Marketing,PT Hydromart Utama Indonesia,Jakarta Barat,Staff / Officer,staff,staff,0.95,True,"High confidence from title (95%), overriding database"
9647,Staff Gudang,Sumber Rezeki,Tangerang,Staff / Officer,staff,staff,0.95,True,"High confidence from title (95%), overriding database"
9659,Staff Admin Proyek,PT. Urbanworks Asia,Jakarta Selatan,Staff / Officer,staff,staff,0.95,True,"High confidence from title (95%), overriding database"
9660,Furniture Production Manager,PT. Urbanworks Asia,Jakarta Selatan,Manager / Assistant Manager,manager,manager,0.8,True,"High confidence from title (80%), overriding database"
9661,Project Supervisor,PT. Urbanworks Asia,Jakarta Selatan,Supervisor / Coordinator,supervisor,supervisor,0.8,True,"High confidence from title (80%), overriding database"
9669,Junior Design Web,Pipa beton Arthamas Indonesia,Bekasi,Junior / Entry Level,junior,junior,0.95,True,"High confidence from title (95%), overriding database"
9674,Accounting Staff,Sukses Tour,Jakarta Utara,Staff / Officer,staff,staff,0.8,True,"High confidence from title (80%), overriding database"
9678,Staff Admin Notaris,"Kantor Notaris & PPAT Mei Angilia Ang, SH",Surabaya,Staff / Officer,staff,staff,0.95,True,"High confidence from title (95%), overriding database"
9680,Manajer Cabang,PT Jateng Sinar Agung Sentosa,Kota Yogyakarta,Manager / Assistant Manager,manager,manager,0.95,True,"High confidence from title (95%), overriding database"
9684,Staff Administrasi Project,PT. FORTUNA TERUSJAYA,Jakarta Barat,Staff / Officer,staff,staff,0.95,True,"High confidence from title (95%), overriding database"
9686,Staff Kalkulasi,PT. Megaprint Citra Mandiri,Semarang,Supervisor / Coordinator,staff,staff,0.95,True,"High confidence from title (95%), overriding database"
9687,Staf Finance Accounting,PT Pesona Edukasi,Tangerang Selatan,Supervisor / Coordinator,staff,staff,0.95,True,"High confidence from title (95%), overriding database"
9689,Accounting Staff,Sumber Surur Indonesia,Bogor,Staff / Officer,staff,staff,0.8,True,"High confidence from title (80%), overriding database"
